#,Sistema-Modulo,Projeto-Modulo,# Projeto Hierarquia,Projeto Hierarquia,Tipo,Situação,Título,Atribuído para,Catálogo_01 (Memora - 13/2020),HET (Real),qtd_servicos,Início,Tarefa pai,Qtd. de Anexos
81609,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,86038,SCG - Sistema de Contabilidade Geral (PRODUTO),Implementação,Nova,Anexo 14 - Quadro 1 | JSON coluna Exercício Anterior,Darckles Pereira de Almeida,,,1,2023-07-20,86149,1
81581,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Tela Manter Vínculos - Banco Agência Conta,Darckles Pereira de Almeida,,,,2023-05-12,58361,1
81469,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Front End - Demonstrativo Almoxarifado - Regra Buscar Relatório do Balanço Contábil,Marco Antonio Silva Pegado,,,,2023-05-11,58361,1
81468,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Front End - Demonstrativo Intangível e Diferido - Regra Buscar Relatório do Balanço Contábil,Marco Antonio Silva Pegado,,,,2023-05-11,58361,1
81414,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Erro em parametrização ao Contabilizar Registro Contábil,Jose Humberto Froes Junior,21-Manutenções-AnáliseExploratóriadeProblemas,,,2023-05-10,58361,10
81406,SCG - Sistema de Contabilidade Geral (Serviços),SCG-Integrações,65233,SCG-Integrações,Correção,Cancelada,Erro na Baixa automática [validação de saldo],Darckles Pereira de Almeida,,,1,2023-05-10,75440,1
81405,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Retenção de relatórios mensais (não reter de forma individualizada),Darckles Pereira de Almeida,,,,2023-05-10,58361,0
81392,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,verificação de extratos não constante na tela de de fechamento bancário mensal (2018),Darckles Pereira de Almeida,,,,2023-05-10,58361,7
81391,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração tela fechamento bancário mensal (2018),Darckles Pereira de Almeida,,,,2023-05-10,58361,1
81218,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Novo Relatório Anexo 02 Comparativo da Despesa Autorizada com a Realizada,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,6,2023-05-09,58361,8
81006,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Demonstrativos de Restos a Pagar / Unidade | Exercício que ainda possui contas a serem pagas,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AnáliseExploratóriadeProblemas,,,2023-05-08,58361,13
80998,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Correção funcionalidade Nota de Rodapé,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-05-08,58361,6
80978,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,,,Reunião,Fechada,Reuniões Diárias Ciclo 10/04/2023 a 09/05/2023 [Daily - Abril 2023],Junior Batista Menezes,36-ParticipaçãoemReuniões,,,2023-05-05,,3
80977,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Front-End - Demonstrativo Extrato X Contabilidade - Regra Buscar Relatório do Balanço Contábil,Marco Antonio Silva Pegado,,,,2023-05-05,58361,1
80976,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,,,Reunião,Fechada,Reuniões Diárias Ciclo 10/04/2023 a 09/05/2023 [Daily - Abril 2023],Daniel Ricardo Dos Santos Pelusci,36-ParticipaçãoemReuniões,,,2023-05-05,,3
80975,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Front-End - Demonstrativo Investimentos - Regra Buscar Relatório do Balanço Contábil,Marco Antonio Silva Pegado,,,,2023-05-05,58361,1
80974,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,,,Reunião,Fechada,Reuniões Diárias Ciclo 10/04/2023 a 09/05/2023 [Daily - Abril 2023],Jose Humberto Froes Junior,36-ParticipaçãoemReuniões,,,2023-05-05,,0
80935,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,CLP - Conjunto de Lançamentos Padrões | Duplicidade de conjunto Código e Nome,Marco Antonio Silva Pegado,,,,2023-05-05,58361,2
80907,SCG - Sistema de Contabilidade Geral (Agente),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Atividade,Nova,Migração WebLogic Scg Agent - DESENVOLVIMENTO E IMPLANTAÇÃO [teste],Darckles Pereira de Almeida,,,,2023-05-04,,0
80906,SCG - Sistema de Contabilidade Geral (Agente),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Atividade,Nova,Migração WebLogic Scg Agent - DESENVOLVIMENTO E IMPLANTAÇÃO [backend-alteração],Darckles Pereira de Almeida,,,,2023-05-04,,0
80905,SCG - Sistema de Contabilidade Geral (Agente),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Atividade,Fechada,Migração WebLogic Scg Agent - SUPORTE E DOCUMENTAÇÃO [configuração-projeto],Darckles Pereira de Almeida,,,,2023-05-04,,0
80904,SCG - Sistema de Contabilidade Geral (Agente),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Atividade,Nova,Migração WebLogic Scg Agent  - DESENVOLVIMENTO E IMPLANTAÇÃO [configuracao-sistema],Darckles Pereira de Almeida,,,,2023-05-04,,0
80903,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Atividade,Nova,Migração WebLogic Scg - DESENVOLVIMENTO E IMPLANTAÇÃO [teste],Darckles Pereira de Almeida,,,,2023-05-04,,0
80902,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Atividade,Nova,Migração WebLogic Scg - DESENVOLVIMENTO E IMPLANTAÇÃO [backend-alteração],Darckles Pereira de Almeida,,,,2023-05-04,,0
80871,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Nova versão do relatório Artigo 30 para 2023,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-05-04,58361,8
80838,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Erro relatório extrato bancário - conta única,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-05-04,58361,5
80784,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Tela de cadastro do menu do relatório,Daniel Ricardo Dos Santos Pelusci,12-NovaFuncionalidade-InterfacedeUsuário(até10atrib),,1,2023-05-03,58361,8
80779,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Front-End - ANEXO 19 DMPL - Regra Buscar Relatório do Balanço Contábil,Marco Antonio Silva Pegado,,,,2023-05-03,58361,1
80778,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Front-End - ANEXO 18 DFC- Regra Buscar Relatório do Balanço Contábil,Marco Antonio Silva Pegado,,,,2023-05-03,58361,1
80762,SCG - Sistema de Contabilidade Geral (Agente),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Deploy - Scg-Agent ( Maio 2023 ) | Produção,Darckles Pereira de Almeida,,,,2023-05-03,58361,0
80760,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Deploy - Scg-Web ( Maio 2023 ) | Produção,Darckles Pereira de Almeida,,,,2023-05-03,58361,0
80680,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,FrontEnd - Demonstrativo Imobilizado  - Regra Buscar Relatório do Balanço Contábil,Marco Antonio Silva Pegado,,,,2023-04-28,58361,1
80679,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,FrontEnd - Demonstrativo Obrigações Fornecedores - Regra Buscar Relatório do Balanço Contábil,Marco Antonio Silva Pegado,,,,2023-04-28,58361,1
80678,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,FrontEnd - Demonstrativo Sintético de restos a pagar - Regra Buscar Relatório do Balanço Contábil,Marco Antonio Silva Pegado,,,,2023-04-28,58361,1
80570,SCG - Sistema de Contabilidade Geral (SCGF),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Atividade,Fechada,Migração WebLogic Scg - DESENVOLVIMENTO E IMPLANTAÇÃO [configuracao-sistema],Darckles Pereira de Almeida,,,,2023-04-26,,0
80569,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Atividade,Nova,Migração WebLogic Scg  - SUPORTE E DOCUMENTAÇÃO [configuração-projeto],Darckles Pereira de Almeida,,,,2023-04-26,,0
80538,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração da tela Visualização das retenções de relatórios,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-04-26,58361,4
80507,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Retenção de relatórios mensais ,Jose Humberto Froes Junior,21-Manutenções-AnáliseExploratóriadeProblemas,,,2023-04-25,58361,1
80503,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Anexo 13 - correção da coluna anterior,Marco Antonio Silva Pegado,,,,2023-04-25,58361,4
80467,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Anexo 18 - Coluna EXERCÌCIO ANTERIOR | Produção,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,5,2023-04-24,58361,15
80464,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Tela de cadastro dos relatórios a serem retidos mensalmente | 2023,Jose Humberto Froes Junior,12-NovaFuncionalidade-InterfacedeUsuário(até10atrib),,,2023-04-25,58361,8
80463,SCG - Sistema de Contabilidade Geral (Serviços),SCG-Integrações,65233,SCG-Integrações,Correção,Fechada,Erro na contabilização de baixa automática ,Darckles Pereira de Almeida,,,,2023-04-24,75440,3
80367,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Lista de órgãos do Ciclo de Contabilização,Alessandro Jorge Rodrigues da Silva,,,,2023-04-24,70884,3
80349,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Versionamento do relatório RRelSaldoNotasLancamentoIngressoRepository2023 e alteração RRelSaldoNotasLancamentoIngressoRepository - Layout,Marco Antonio Silva Pegado,,,,2023-04-20,58361,1
80348,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Versionamento do relatório SaldosNotasLancamentosDispendiosRepository2023 e alteração SaldosNotasLancamentosDispendiosRepository - Layout,Marco Antonio Silva Pegado,,,,2023-04-20,58361,1
80346,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Versionamento do relatório SaldosNotasLancamentosDispendiosRepository2023 e alteração SaldosNotasLancamentosDispendiosRepository ,Marco Antonio Silva Pegado,,,,2023-04-20,58361,2
80344,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Versionamento do relatório RRelSaldoNotasLancamentoIngressoRepository2023 e alteração RRelSaldoNotasLancamentoIngressoRepository,Marco Antonio Silva Pegado,,,,2023-04-20,58361,1
80268,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implantação,Fechada,Geração de versão Abril (Homologação),Jose Humberto Froes Junior,30-DeploymentdeAplicação,,10,2023-04-19,58361,0
80264,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Dívida Flutuante - Anos anteriores a 2022,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-04-19,58361,4
80241,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Versionamento do relatório SaldosNotasLancamentosDispendiosRepository,Marco Antonio Silva Pegado,,,,2023-04-19,58361,1
80240,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Versionamento do relatório RRelSaldoNotasLancamentoIngressoRepository,Marco Antonio Silva Pegado,,,,2023-04-19,58361,1
80224,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Checklist conferencia automatizada órgão,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-04-19,58361,3
80169,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Cancelada,Natureza de Receita | Alterar a DATA para a Natureza de Receita 1.6.0.0.13.22,Jorge Brayer Gazal Junior,,,1,2023-04-18,58361,3
80124,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Anexo 18 - Correções estéticas: Cabeçalho e cor das linhas,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-04-18,58361,3
80115,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração SQL  Anexo13_2023Repository,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-04-18,58361,2
80071,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,ANEXO 14 - QD 03 - ANO 2023 | Coluna EXERCÍCIO ANTERIOR,Marco Antonio Silva Pegado,,,,2023-04-17,58361,4
79962,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Inclusão botão- nova Tela Visualização de Retenção,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-04-14,58361,2
79944,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Anexo 17 - Anos anteriores a 2022,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-04-14,58361,3
79937,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Anexo 18 - Coluna EXERCÌCIO ANTERIOR,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-04-14,58361,11
